type,headline,url,date
Press Release,Seven Los Angeles Men Charged for Firebombing African-American Residences,"https://www.justice.gov<a href=""/opa/pr/seven-los-angeles-men-charged-firebombing-african-american-residences"" rel=""bookmark"">
<span class=""field-formatter--string"">Seven Los Angeles Men Charged for Firebombing African-American Residences</span>
</a>",2016-07-07
Press Release,Justice Department Partners with Republic of El Salvador to Combat Employment Discrimination,"https://www.justice.gov<a href=""/opa/pr/justice-department-partners-republic-el-salvador-combat-employment-discrimination"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Partners with Republic of El Salvador to Combat Employment Discrimination</span>
</a>",2016-06-30
Press Release,Puerto Rico Police Officers Indicted for Civil Rights Violations and Obstruction of Justice,"https://www.justice.gov<a href=""/opa/pr/puerto-rico-police-officers-indicted-civil-rights-violations-and-obstruction-justice"" rel=""bookmark"">
<span class=""field-formatter--string"">Puerto Rico Police Officers Indicted for Civil Rights Violations and Obstruction of Justice</span>
</a>",2016-06-30
Press Release,"Berrien County, Georgia, Sheriff Pleads Guilty to Using Excessive Force Against Arrestees","https://www.justice.gov<a href=""/opa/pr/berrien-county-georgia-sheriff-pleads-guilty-using-excessive-force-against-arrestees"" rel=""bookmark"">
<span class=""field-formatter--string"">Berrien County, Georgia, Sheriff Pleads Guilty to Using Excessive  Force Against Arrestees</span>
</a>",2016-06-29
Press Release,Justice Department and Consumer Financial Protection Bureau Reach Settlement with BancorpSouth Bank to Resolve Allegations of Mortgage Lending Discrimination,"https://www.justice.gov<a href=""/opa/pr/justice-department-and-consumer-financial-protection-bureau-reach-settlement-bancorpsouth"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department and Consumer Financial Protection Bureau Reach Settlement with BancorpSouth Bank to Resolve Allegations of Mortgage Lending Discrimination</span>
</a>",2016-06-29
Press Release,Justice Department Settles Immigration-Related Discrimination Claim Against Seed Company,"https://www.justice.gov<a href=""/opa/pr/justice-department-settles-immigration-related-discrimination-claim-against-seed-company"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Settles Immigration-Related Discrimination Claim Against Seed Company</span>
</a>",2016-06-27
Press Release,Leader of Human Trafficking Organization Sentenced to Over 15 Years for Exploiting Guatemalan Migrants at Ohio Egg Farms,"https://www.justice.gov<a href=""/opa/pr/leader-human-trafficking-organization-sentenced-over-15-years-exploiting-guatemalan-migrants"" rel=""bookmark"">
<span class=""field-formatter--string"">Leader of Human Trafficking Organization Sentenced to Over 15 Years for Exploiting Guatemalan Migrants at Ohio Egg Farms</span>
</a>",2016-06-27
Press Release,Justice Department Reaches Agreement with Kentucky Courts to Ensure Equal Access for Non-English Speakers,"https://www.justice.gov<a href=""/opa/pr/justice-department-reaches-agreement-kentucky-courts-ensure-equal-access-non-english-speakers"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Reaches Agreement with Kentucky Courts to Ensure Equal Access for Non-English Speakers</span>
</a>",2016-06-27
Speech,Head of the Civil Rights Division Vanita Gupta Delivers Keynote Remarks at the Know Your Neighbor Coalition Event,"https://www.justice.gov<a href=""/opa/speech/head-civil-rights-division-vanita-gupta-delivers-keynote-remarks-know-your-neighbor"" rel=""bookmark"">
<span class=""field-formatter--string"">Head of the Civil Rights Division Vanita Gupta Delivers Keynote Remarks at the Know Your Neighbor Coalition Event</span>
</a>",2016-06-23
Press Release,"Justice Department Reaches Settlement to Reform Criminal Justice System in Hinds County, Mississippi","https://www.justice.gov<a href=""/opa/pr/justice-department-reaches-settlement-reform-criminal-justice-system-hinds-county-mississippi"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Reaches Settlement to Reform Criminal Justice System in Hinds County, Mississippi</span>
</a>",2016-06-23
Press Release,Attorney General Loretta E. Lynch Announces Extradition of Five Defendants Charged in Connection with Mexican Sex Trafficking Enterprise,"https://www.justice.gov<a href=""/opa/pr/attorney-general-loretta-e-lynch-announces-extradition-five-defendants-charged-connection"" rel=""bookmark"">
<span class=""field-formatter--string"">Attorney General Loretta E. Lynch Announces Extradition of Five Defendants Charged in Connection with Mexican Sex Trafficking Enterprise</span>
</a>",2016-06-23
Speech,Head of the Civil Rights Division Vanita Gupta Delivers Keynote Remarks at the Know Your Neighbor Coalition Event,"https://www.justice.gov<a href=""/opa/speech/head-civil-rights-division-vanita-gupta-delivers-keynote-remarks-know-your-neighbor"" rel=""bookmark"">
<span class=""field-formatter--string"">Head of the Civil Rights Division Vanita Gupta Delivers Keynote Remarks at the Know Your Neighbor Coalition Event</span>
</a>",2016-06-23
Press Release,Justice Department Settles Immigration-Related Discrimination Claim Against Macy’s,"https://www.justice.gov<a href=""/opa/pr/justice-department-settles-immigration-related-discrimination-claim-against-macy-s"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Settles Immigration-Related Discrimination Claim Against Macy’s</span>
</a>",2016-06-22
Press Release,Justice Department Closes Case Following Colorado Judiciary Reforms Removing Language Barriers,"https://www.justice.gov<a href=""/opa/pr/justice-department-closes-case-following-colorado-judiciary-reforms-removing-language"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Closes Case Following Colorado Judiciary  Reforms Removing Language Barriers</span>
</a>",2016-06-21
Press Release,Justice Department Reaches Settlement to Ensure Independent Oversight and Operations of Orleans Parish Jail,"https://www.justice.gov<a href=""/opa/pr/justice-department-reaches-settlement-ensure-independent-oversight-and-operations-orleans"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Reaches Settlement to Ensure Independent Oversight and Operations of Orleans Parish Jail</span>
</a>",2016-06-21
Press Release,Three Mississippi Correctional Officers Indicted for Inmate Assault and Cover-Up,"https://www.justice.gov<a href=""/opa/pr/three-mississippi-correctional-officers-indicted-inmate-assault-and-cover"" rel=""bookmark"">
<span class=""field-formatter--string"">Three Mississippi Correctional Officers Indicted for Inmate Assault and Cover-Up</span>
</a>",2016-06-21
Press Release,"Statement from Head of the Civil Rights Division Vanita Gupta on Mississippi’s Decision to Close Investigation into Murders of James Chaney, Andrew Goodman and Michael Schwerner","https://www.justice.gov<a href=""/opa/pr/statement-head-civil-rights-division-vanita-gupta-mississippi-s-decision-close-investigation"" rel=""bookmark"">
<span class=""field-formatter--string"">Statement from Head of the Civil Rights Division Vanita Gupta on Mississippi’s Decision to Close Investigation into Murders of James Chaney, Andrew Goodman and Michael Schwerner</span>
</a>",2016-06-20
Press Release,Justice Department Finds that Nevada Discriminates Against Inmates with HIV and Inmates with Other Disabilities,"https://www.justice.gov<a href=""/opa/pr/justice-department-finds-nevada-discriminates-against-inmates-hiv-and-inmates-other"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Finds that Nevada Discriminates Against Inmates with HIV and Inmates with Other Disabilities</span>
</a>",2016-06-20
Press Release,Justice Department Settles Immigration-Related Discrimination Claims Against 121 Residency Programs and American Association of Colleges of Podiatric Medicine,"https://www.justice.gov<a href=""/opa/pr/justice-department-settles-immigration-related-discrimination-claims-against-121-residency"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Settles Immigration-Related Discrimination Claims Against 121 Residency Programs and American Association of Colleges of Podiatric Medicine</span>
</a>",2016-06-20
Speech,Head of the Civil Rights Division Vanita Gupta Delivers Keynote Remarks at the Hindu American Foundation’s Inaugural Policy Conference,"https://www.justice.gov<a href=""/opa/speech/head-civil-rights-division-vanita-gupta-delivers-keynote-remarks-hindu-american"" rel=""bookmark"">
<span class=""field-formatter--string"">Head of the Civil Rights Division Vanita Gupta Delivers Keynote Remarks at the Hindu American Foundation’s Inaugural Policy Conference</span>
</a>",2016-06-20
Press Release,Florida Man Pleads Guilty to Sex Trafficking and Interstate Prostitution,"https://www.justice.gov<a href=""/opa/pr/florida-man-pleads-guilty-sex-trafficking-and-interstate-prostitution"" rel=""bookmark"">
<span class=""field-formatter--string"">Florida Man Pleads Guilty to Sex Trafficking and Interstate Prostitution</span>
</a>",2016-06-17
Press Release,Justice Department Settles Disability-Based Housing Discrimination Lawsuit with Ohio Developer and Architect,"https://www.justice.gov<a href=""/opa/pr/justice-department-settles-disability-based-housing-discrimination-lawsuit-ohio-developer-and"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Settles Disability-Based Housing Discrimination Lawsuit with Ohio Developer and Architect</span>
</a>",2016-06-16
Speech,Head of the Civil Rights Division Vanita Gupta Delivers Remarks at the National Disability Rights Network’s Annual Conference,"https://www.justice.gov<a href=""/opa/speech/head-civil-rights-division-vanita-gupta-delivers-remarks-national-disability-rights"" rel=""bookmark"">
<span class=""field-formatter--string"">Head of the Civil Rights Division Vanita Gupta Delivers Remarks at the National Disability Rights Network’s Annual Conference</span>
</a>",2016-06-16
Speech,Deputy Assistant Attorney General Justin Levitt Delivers Remarks at the National Disability Rights Network’s Annual Conference,"https://www.justice.gov<a href=""/opa/speech/deputy-assistant-attorney-general-justin-levitt-delivers-remarks-national-disability"" rel=""bookmark"">
<span class=""field-formatter--string"">Deputy Assistant Attorney General Justin Levitt Delivers Remarks at the National Disability Rights Network’s Annual Conference</span>
</a>",2016-06-14
Press Release,New Jersey Correctional Officer Sentenced to 25 Years in Prison for Sexual Abuse of Detainee,"https://www.justice.gov<a href=""/opa/pr/new-jersey-correctional-officer-sentenced-25-years-prison-sexual-abuse-detainee"" rel=""bookmark"">
<span class=""field-formatter--string"">New Jersey Correctional Officer Sentenced to 25 Years in Prison for Sexual Abuse of Detainee</span>
</a>",2016-06-13
Press Release,Justice Department Sues Michigan and Michigan Department of Corrections for Discriminating Against Female Officers,"https://www.justice.gov<a href=""/opa/pr/justice-department-sues-michigan-and-michigan-department-corrections-discriminating-against"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Sues Michigan and Michigan Department of Corrections for Discriminating Against Female Officers</span>
</a>",2016-06-13
Press Release,Justice Department Reaches Agreement with Milwaukee to Ensure Civic Access for People with Disabilities,"https://www.justice.gov<a href=""/opa/pr/justice-department-reaches-agreement-milwaukee-ensure-civic-access-people-disabilities"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Reaches Agreement with Milwaukee to Ensure Civic Access for People with Disabilities</span>
</a>",2016-06-09
Press Release,"Iberia Parish, Louisiana, Sheriff and Two Other Officials Charged with Civil Rights Violations","https://www.justice.gov<a href=""/opa/pr/iberia-parish-louisiana-sheriff-and-two-other-officials-charged-civil-rights-violations"" rel=""bookmark"">
<span class=""field-formatter--string"">Iberia Parish, Louisiana, Sheriff and Two Other Officials Charged with Civil Rights Violations</span>
</a>",2016-06-09
Press Release,Additional Defendants Sentenced for Roles in Sex Trafficking Scheme,"https://www.justice.gov<a href=""/opa/pr/additional-defendants-sentenced-roles-sex-trafficking-scheme"" rel=""bookmark"">
<span class=""field-formatter--string"">Additional Defendants Sentenced for Roles in Sex Trafficking Scheme</span>
</a>",2016-06-08
Speech,Head of the Civil Rights Division Vanita Gupta Delivers Remarks at the U.S. Attorney’s Office of the Southern District of Mississippi’s Civil Rights Symposium,"https://www.justice.gov<a href=""/opa/speech/head-civil-rights-division-vanita-gupta-delivers-remarks-us-attorney-s-office-southern"" rel=""bookmark"">
<span class=""field-formatter--string"">Head of the Civil Rights Division Vanita Gupta Delivers Remarks at the U.S. Attorney’s Office of the Southern District of Mississippi’s Civil Rights Symposium</span>
</a>",2016-06-08
Speech,Head of the Civil Rights Division Vanita Gupta Delivers Remarks at the Washington Council of Lawyers Annual Summer Pro Bono & Public Interest Forum,"https://www.justice.gov<a href=""/opa/speech/head-civil-rights-division-vanita-gupta-delivers-remarks-washington-council-lawyers"" rel=""bookmark"">
<span class=""field-formatter--string"">Head of the Civil Rights Division Vanita Gupta Delivers Remarks at the Washington Council of Lawyers Annual Summer Pro Bono &amp; Public Interest Forum</span>
</a>",2016-06-07
Press Release,"Former Independence, Missouri, Police Officer Sentenced to 48 Months in Prison for Violating Civil Rights of Minor in his Custody","https://www.justice.gov<a href=""/opa/pr/former-independence-missouri-police-officer-sentenced-48-months-prison-violating-civil-rights"" rel=""bookmark"">
<span class=""field-formatter--string"">Former Independence, Missouri, Police Officer Sentenced to 48 Months in Prison for Violating Civil Rights of Minor in his Custody</span>
</a>",2016-06-01
Press Release,Federal Officials Decline Prosecution in the Death of Jamar Clark,"https://www.justice.gov<a href=""/opa/pr/federal-officials-decline-prosecution-death-jamar-clark"" rel=""bookmark"">
<span class=""field-formatter--string"">Federal Officials Decline Prosecution in the Death of Jamar Clark</span>
</a>",2016-06-01
Press Release,"Justice Department Reaches Agreement to Protect the Rights of Spanish-Speaking Voters in Napa County, California","https://www.justice.gov<a href=""/opa/pr/justice-department-reaches-agreement-protect-rights-spanish-speaking-voters-napa-county"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Reaches Agreement to Protect the Rights of Spanish-Speaking Voters in Napa County, California</span>
</a>",2016-06-01
Press Release,Justice Department Settles Immigration-Related Discrimination Claim Against California Skilled Nursing Facility,"https://www.justice.gov<a href=""/opa/pr/justice-department-settles-immigration-related-discrimination-claim-against-california"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Settles Immigration-Related Discrimination Claim Against California Skilled Nursing Facility</span>
</a>",2016-05-31
Press Release,"Justice Department Settles Employment Discrimination Lawsuit Against Lubbock, Texas","https://www.justice.gov<a href=""/opa/pr/justice-department-settles-employment-discrimination-lawsuit-against-lubbock-texas"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Settles Employment Discrimination Lawsuit Against Lubbock, Texas</span>
</a>",2016-05-26
Press Release,"Justice Department Settles Housing Discrimination Lawsuit Against Owners of Carson City, Nevada, Rental Properties","https://www.justice.gov<a href=""/opa/pr/justice-department-settles-housing-discrimination-lawsuit-against-owners-carson-city-nevada"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Settles Housing Discrimination Lawsuit Against Owners of Carson City, Nevada, Rental Properties</span>
</a>",2016-05-26
Press Release,"Justice Department Sues Palm Beach, Florida, County School Board for Discriminating Against Pregnant Employee","https://www.justice.gov<a href=""/opa/pr/justice-department-sues-palm-beach-florida-county-school-board-discriminating-against"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Sues Palm Beach, Florida, County School Board for Discriminating Against Pregnant Employee</span>
</a>",2016-05-25
Press Release,"Kalamazoo, Michigan, Man Charged with Multiple Counts of Sex Trafficking and Interstate Transportation for Prostitution","https://www.justice.gov<a href=""/opa/pr/kalamazoo-michigan-man-charged-multiple-counts-sex-trafficking-and-interstate-transportation"" rel=""bookmark"">
<span class=""field-formatter--string"">Kalamazoo, Michigan, Man Charged with Multiple Counts of Sex Trafficking and Interstate Transportation for Prostitution</span>
</a>",2016-05-20
Press Release,Justice Department Reaches Agreement with Philadelphia-Area YMCA to Ensure Equal Opportunities for Children with Diabetes,"https://www.justice.gov<a href=""/opa/pr/justice-department-reaches-agreement-philadelphia-area-ymca-ensure-equal-opportunities"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Reaches Agreement with Philadelphia-Area YMCA to Ensure Equal Opportunities for Children with Diabetes</span>
</a>",2016-05-19
Press Release,Oregon Man Pleads Guilty to Threatening Vietnamese Neighbors and Interfering with their Housing Rights,"https://www.justice.gov<a href=""/opa/pr/oregon-man-pleads-guilty-threatening-vietnamese-neighbors-and-interfering-their-housing"" rel=""bookmark"">
<span class=""field-formatter--string"">Oregon Man Pleads Guilty to Threatening Vietnamese Neighbors and Interfering with their Housing Rights</span>
</a>",2016-05-19
Press Release,"Man Who Set Fire to Somali Restaurant in Grand Forks, North Dakota, Pleads Guilty to Hate Crime","https://www.justice.gov<a href=""/opa/pr/man-who-set-fire-somali-restaurant-grand-forks-north-dakota-pleads-guilty-hate-crime"" rel=""bookmark"">
<span class=""field-formatter--string"">Man Who Set Fire to Somali Restaurant in Grand Forks, North Dakota, Pleads Guilty to Hate Crime</span>
</a>",2016-05-19
Press Release,"Former Tukwila, Washington, Police Officer Charged with Using Excessive Force Against Restrained Arrestee","https://www.justice.gov<a href=""/opa/pr/former-tukwila-washington-police-officer-charged-using-excessive-force-against-restrained"" rel=""bookmark"">
<span class=""field-formatter--string"">Former Tukwila, Washington, Police Officer Charged with Using Excessive Force Against Restrained Arrestee</span>
</a>",2016-05-19
Speech,Head of the Civil Rights Division Vanita Gupta Delivers Remarks at New York University School of Law’s Convocation,"https://www.justice.gov<a href=""/opa/speech/head-civil-rights-division-vanita-gupta-delivers-remarks-new-york-university-school-law-s"" rel=""bookmark"">
<span class=""field-formatter--string"">Head of the Civil Rights Division Vanita Gupta Delivers Remarks at New York University School of Law’s Convocation</span>
</a>",2016-05-19
Press Release,Justice Department Reaches Extension Agreement to Improve Georgia’s Developmental Disability and Mental Health System,"https://www.justice.gov<a href=""/opa/pr/justice-department-reaches-extension-agreement-improve-georgia-s-developmental-disability-and"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Reaches Extension Agreement to Improve Georgia’s Developmental Disability and Mental Health System</span>
</a>",2016-05-18
Press Release,Nevada Police Officer Indicted for Using Excessive Force Against Student and School Staff Member,"https://www.justice.gov<a href=""/opa/pr/nevada-police-officer-indicted-using-excessive-force-against-student-and-school-staff-member"" rel=""bookmark"">
<span class=""field-formatter--string"">Nevada Police Officer Indicted for Using Excessive Force Against Student and School Staff Member</span>
</a>",2016-05-17
Press Release,"Federal Court Orders Justice Department Desegregation Plan for Cleveland, Mississippi, Schools","https://www.justice.gov<a href=""/opa/pr/federal-court-orders-justice-department-desegregation-plan-cleveland-mississippi-schools"" rel=""bookmark"">
<span class=""field-formatter--string"">Federal Court Orders Justice Department Desegregation Plan for Cleveland, Mississippi, Schools</span>
</a>",2016-05-16
Speech,Head of the Civil Rights Division Vanita Gupta Delivers Remarks at Muslim Advocates Annual Gala,"https://www.justice.gov<a href=""/opa/speech/head-civil-rights-division-vanita-gupta-delivers-remarks-muslim-advocates-annual-gala"" rel=""bookmark"">
<span class=""field-formatter--string"">Head of the Civil Rights Division Vanita Gupta Delivers Remarks at Muslim Advocates Annual Gala</span>
</a>",2016-05-15
Speech,Head of the Civil Rights Division Vanita Gupta Delivers Remarks at the University of Minnesota Law School Commencement,"https://www.justice.gov<a href=""/opa/speech/head-civil-rights-division-vanita-gupta-delivers-remarks-university-minnesota-law-school"" rel=""bookmark"">
<span class=""field-formatter--string"">Head of the Civil Rights Division Vanita Gupta Delivers Remarks at the University of Minnesota Law School Commencement</span>
</a>",2016-05-14
Press Release,Justice Department Settles Immigration-Related Discrimination Claim Against Netjets Services,"https://www.justice.gov<a href=""/opa/pr/justice-department-settles-immigration-related-discrimination-claim-against-netjets-services"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Settles Immigration-Related Discrimination Claim Against Netjets Services</span>
</a>",2016-05-13
Press Release,North Carolina Man Pleads Guilty to Using Force Against Muslim Woman to Obstruct Her Free Exercise of Religion on an Airplane,"https://www.justice.gov<a href=""/opa/pr/north-carolina-man-pleads-guilty-using-force-against-muslim-woman-obstruct-her-free-exercise"" rel=""bookmark"">
<span class=""field-formatter--string"">North Carolina Man Pleads Guilty to Using Force Against Muslim Woman to Obstruct Her Free Exercise of Religion on an Airplane</span>
</a>",2016-05-13
Press Release,U.S. Departments of Justice and Education Release Joint Guidance to Help Schools Ensure the Civil Rights of Transgender Students,"https://www.justice.gov<a href=""/opa/pr/us-departments-justice-and-education-release-joint-guidance-help-schools-ensure-civil-rights"" rel=""bookmark"">
<span class=""field-formatter--string"">U.S. Departments of Justice and Education Release Joint Guidance to Help Schools Ensure the Civil Rights of Transgender Students</span>
</a>",2016-05-13
Press Release,Department of Justice Files Amicus Brief in Idaho Right to Counsel Case,"https://www.justice.gov<a href=""/opa/pr/department-justice-files-amicus-brief-idaho-right-counsel-case"" rel=""bookmark"">
<span class=""field-formatter--string"">Department of Justice Files Amicus Brief in Idaho Right to Counsel Case</span>
</a>",2016-05-12
Press Release,Florida Man Indicted for Operating Sex Trafficking Enterprise,"https://www.justice.gov<a href=""/opa/pr/florida-man-indicted-operating-sex-trafficking-enterprise"" rel=""bookmark"">
<span class=""field-formatter--string"">Florida Man Indicted for Operating Sex Trafficking Enterprise</span>
</a>",2016-05-11
Press Release,"Former North Charleston, South Carolina, Police Officer Michael Slager Charged with Federal Civil Rights Offense","https://www.justice.gov<a href=""/opa/pr/former-north-charleston-south-carolina-police-officer-michael-slager-charged-federal-civil"" rel=""bookmark"">
<span class=""field-formatter--string"">Former North Charleston, South Carolina, Police Officer Michael Slager Charged with Federal Civil Rights Offense</span>
</a>",2016-05-11
Press Release,Spanish Fugitive Pleads Guilty in Connection with Prostitution Enterprise Operated Out of Florida Hotel,"https://www.justice.gov<a href=""/opa/pr/spanish-fugitive-pleads-guilty-connection-prostitution-enterprise-operated-out-florida-hotel"" rel=""bookmark"">
<span class=""field-formatter--string"">Spanish Fugitive Pleads Guilty in Connection with Prostitution Enterprise Operated Out of Florida Hotel</span>
</a>",2016-05-11
Speech,Head of the Civil Rights Division Vanita Gupta Delivers Remarks at Press Conference Announcing Complaint Against the State of North Carolina to Stop Discrimination Against Transgender Individuals,"https://www.justice.gov<a href=""/opa/speech/head-civil-rights-division-vanita-gupta-delivers-remarks-press-conference-announcing-0"" rel=""bookmark"">
<span class=""field-formatter--string"">Head of the Civil Rights Division Vanita Gupta Delivers Remarks at Press Conference Announcing Complaint Against the State of North Carolina to Stop Discrimination Against Transgender Individuals</span>
</a>",2016-05-09
Press Release,Justice Department Files Complaint Against the State of North Carolina to Stop Discrimination Against Transgender Individuals,"https://www.justice.gov<a href=""/opa/pr/justice-department-files-complaint-against-state-north-carolina-stop-discrimination-against"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Files Complaint Against the State of North Carolina to Stop Discrimination Against Transgender Individuals</span>
</a>",2016-05-09
Press Release,Florida Man Sentenced for Threatening to Firebomb Two Mosques and Shoot Congregants,"https://www.justice.gov<a href=""/opa/pr/florida-man-sentenced-threatening-firebomb-two-mosques-and-shoot-congregants"" rel=""bookmark"">
<span class=""field-formatter--string"">Florida Man Sentenced for Threatening to Firebomb Two Mosques and Shoot Congregants</span>
</a>",2016-05-09
Press Release,"Justice Department Statements Regarding Court Approval of the Agreement with Newark, New Jersey, to Reform Unconstitutional Policing Practices","https://www.justice.gov<a href=""/opa/pr/justice-department-statements-regarding-court-approval-agreement-newark-new-jersey-reform"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Statements Regarding Court Approval of the Agreement with Newark, New Jersey, to Reform Unconstitutional Policing Practices</span>
</a>",2016-05-06
Press Release,"Justice Department Reaches Settlement with Council Bluffs, Iowa, over Disability Access to Mid-America Center","https://www.justice.gov<a href=""/opa/pr/justice-department-reaches-settlement-council-bluffs-iowa-over-disability-access-mid-america"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Reaches Settlement with Council Bluffs, Iowa, over Disability Access to Mid-America Center</span>
</a>",2016-05-05
Press Release,Tennessee Man Sentenced to Over 24 Years in Prison for Operating Sex Trafficking Enterprise,"https://www.justice.gov<a href=""/opa/pr/tennessee-man-sentenced-over-24-years-prison-operating-sex-trafficking-enterprise"" rel=""bookmark"">
<span class=""field-formatter--string"">Tennessee Man Sentenced to Over 24 Years in Prison for Operating Sex Trafficking Enterprise</span>
</a>",2016-05-04
Press Release,"Justice Department Reaches $475,000 Settlement With Beaumont, Texas, to Resolve Disability Discrimination in Housing Lawsuit","https://www.justice.gov<a href=""/opa/pr/justice-department-reaches-475000-settlement-beaumont-texas-resolve-disability-discrimination"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Reaches $475,000 Settlement With Beaumont, Texas, to Resolve Disability Discrimination in Housing Lawsuit </span>
</a>",2016-05-04
Press Release,"Justice Department Reaches Settlement with Columbia, South Carolina, Police Department to Ensure Communication Access for Persons with Hearing Disabilities","https://www.justice.gov<a href=""/opa/pr/justice-department-reaches-settlement-columbia-south-carolina-police-department-ensure"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Reaches Settlement with Columbia, South Carolina, Police Department to Ensure Communication Access for Persons with Hearing Disabilities</span>
</a>",2016-05-03
Press Release,North Carolina Man Sentenced to Life in Prison for Operating Violent and Extensive Sex Trafficking Enterprise,"https://www.justice.gov<a href=""/opa/pr/north-carolina-man-sentenced-life-prison-operating-violent-and-extensive-sex-trafficking"" rel=""bookmark"">
<span class=""field-formatter--string"">North Carolina Man Sentenced to Life in Prison for Operating Violent and Extensive Sex Trafficking Enterprise</span>
</a>",2016-05-03
Press Release,Departments of Justice and Education Reach Settlement with Arizona Department of Education to Meet the Needs of English Language Learner Students,"https://www.justice.gov<a href=""/opa/pr/departments-justice-and-education-reach-settlement-arizona-department-education-meet-needs"" rel=""bookmark"">
<span class=""field-formatter--string"">Departments of Justice and Education Reach Settlement with Arizona Department of Education to Meet the Needs of English Language Learner Students</span>
</a>",2016-05-03
Press Release,Justice Department Finds South Dakota Unnecessarily Relies on Nursing Facilities to Provide Services to People with Disabilities,"https://www.justice.gov<a href=""/opa/pr/justice-department-finds-south-dakota-unnecessarily-relies-nursing-facilities-provide"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Finds South Dakota Unnecessarily Relies on Nursing Facilities to Provide Services to People with Disabilities</span>
</a>",2016-05-02
Speech,Head of the Civil Rights Division Vanita Gupta Delivers Remarks at the Crisis Intervention Team International Conference,"https://www.justice.gov<a href=""/opa/speech/head-civil-rights-division-vanita-gupta-delivers-remarks-crisis-intervention-team"" rel=""bookmark"">
<span class=""field-formatter--string"">Head of the Civil Rights Division Vanita Gupta Delivers Remarks at the Crisis Intervention Team International Conference</span>
</a>",2016-04-27
Press Release,Two Kansas Men Charged for Attacking Somali Men Because of their Race and National Origin,"https://www.justice.gov<a href=""/opa/pr/two-kansas-men-charged-attacking-somali-men-because-their-race-and-national-origin"" rel=""bookmark"">
<span class=""field-formatter--string"">Two Kansas Men Charged for Attacking Somali Men Because of their Race and National Origin</span>
</a>",2016-04-27
Press Release,Justice Department Files for Contempt and Requests Receiver to Operate Orleans Parish Jail,"https://www.justice.gov<a href=""/opa/pr/justice-department-files-contempt-and-requests-receiver-operate-orleans-parish-jail"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Files for Contempt and Requests Receiver to Operate Orleans Parish Jail</span>
</a>",2016-04-25
Press Release,Justice Department Releases Investigative Findings on University of New Mexico’s Response to Sexual Assault Allegations,"https://www.justice.gov<a href=""/opa/pr/justice-department-releases-investigative-findings-university-new-mexico-s-response-sexual"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Releases Investigative Findings on University of New Mexico’s Response to Sexual Assault Allegations</span>
</a>",2016-04-22
Press Release,Justice Department Closes Case after Rhode Island Judiciary Reforms Provide Equal Access for Individuals with Limited English Proficiency,"https://www.justice.gov<a href=""/opa/pr/justice-department-closes-case-after-rhode-island-judiciary-reforms-provide-equal-access"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Closes Case after Rhode Island Judiciary Reforms Provide Equal Access for Individuals with Limited English Proficiency</span>
</a>",2016-04-21
Press Release,Justice Department Settles Lawsuit Against West Virginia-Based Union for Violating Reemployment Rights of Army National Guardsman,"https://www.justice.gov<a href=""/opa/pr/justice-department-settles-lawsuit-against-west-virginia-based-union-violating-reemployment"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Settles Lawsuit Against West Virginia-Based Union for Violating Reemployment Rights of Army National Guardsman</span>
</a>",2016-04-20
Press Release,"Statement from Head of the Civil Rights Division Vanita Gupta Regarding District Court’s Approval of Consent Decree with City of Ferguson, Missouri","https://www.justice.gov<a href=""/opa/pr/statement-head-civil-rights-division-vanita-gupta-regarding-district-court-s-approval-consent"" rel=""bookmark"">
<span class=""field-formatter--string"">Statement from Head of the Civil Rights Division Vanita Gupta Regarding District Court’s Approval of Consent Decree with City of Ferguson, Missouri</span>
</a>",2016-04-19
